mem,trans,desc,date_diff,date_var,amt,cat,discret,sub,label
"1000164415352201","10001644502289052","creditforteascomptrollrtrsannuitycoref","4.29",0.14,0,"Taxes",FALSE,FALSE,"Valid"
"1000164415352201","10001644503664798","cityofaustintpaymentcoref","4.29",0.27,24.68,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000164415352201","10001644506827852","teaspublicempbankdraftcorefid","4.38",0.09,0,"Checks",FALSE,FALSE,"Valid"
"1000164415352201","10001644469921328","checkcleared","2.48",2.9,331.01,"Checks",FALSE,FALSE,"Invalid"
"1000164415352201","10001644512260532","onegasteasprutilpaymtcoref","4.43",0.14,0.35,"Utilities",FALSE,FALSE,"Invalid"
"1000164415352201","10001644511342780","creditforssatreassocseccorefassa","4.33",0.33,0,"Deposits",FALSE,FALSE,"Invalid"
"1000164415352201","10001644516295012","interestcredit","1.86",2.86,5.32,"Interest",FALSE,FALSE,"Invalid"
"1000164415352201","10001644498405808","iodinterestpaid","4.36",0.01,0,"Interest",FALSE,FALSE,"Valid"
"1000564012609530","100056406033145744","deltacocathederalcica","3.93",30.87,0.07,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564012609530","100056406159554752","circlekmentoneca","1.57",0.26,3.07,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564012609530","100056406159554752","staterbrosmarketredlandsca","1.26",0.5,2.24,"Groceries",TRUE,FALSE,"Invalid"
"1000564012609530","100056406315939696","atmsurchargerebatesr","6.5",11.11,0.6,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000564012609530","100056405933086992","vistachinocathedralcitca","0.86",0,10.4,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000564012609530","100056406343350672","metropcst","3.95",2.54,0.02,"Telephone Services",FALSE,FALSE,"Invalid"
"1000564012609530","100056406338110336","dfasinindinarmyrc","2.89",2.89,514.85,"Deposits",FALSE,FALSE,"Invalid"
"1000564012609530","100056406073069600","sentrydairylawi","4",0,0,"Groceries",TRUE,FALSE,"Invalid"
"1000564012609530","100056406311165568","sqjennysdonredlandsca","1.97",3.08,0.15,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564012609530","100056406179850288","jackintheboredlandsca","3.21",0.26,1.54,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564012609530","100056406009351712","mcdonaldsfredlandsca","0.14",0,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564012609530","100056406315939680","tacovillagereredlandsca","3.5",9.81,0.12,"Entertainment",TRUE,FALSE,"Invalid"
"1000564012609530","100056406257994560","walmartredlandsca","5.43",0,28.78,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564012609530","100056406179850288","littleceasarscatherdralcica","1",0,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564012609530","100056406195227168","staterbroscathedralcitca","0.64",0.26,6.37,"Groceries",TRUE,FALSE,"Invalid"
"1000564012973460","100056406226448224","usaafundstransferdb","4.33",0.05,0,"Transfers",FALSE,FALSE,"Valid"
"1000564012973460","100056406200634032","dfasclevelandcrscpay","4.21",0.01,0,"Retirement Income",FALSE,FALSE,"Valid"
"1000564013137781","100056406215813568","vzwirelessvevzwwebpay","4.29",0.27,0,"Telephone Services",FALSE,FALSE,"Invalid"
"1000564013137781","100056406028432704","aafesusmagaswestpointny","7",0,1.12,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013137781","100056406308836224","amazoncomamzncombillwa","12.71",0,1.94,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013137781","100056406261624832","aafeswestpointny","5",2,35.89,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013137781","100056406028432688","amazonvideoonwa","3",0,0,"Entertainment",TRUE,FALSE,"Invalid"
"1000564013137781","100056405749557808","paradiesphiladelphiapa","0",0,0.68,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013137781","100056406215813568","usaacompaymntpc","2.57",2.27,5,"Insurance",FALSE,FALSE,"Invalid"
"1000564013137781","100056406081454336","atmsurchargerebatesr","4.36",0.09,2.72,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000564013137781","100056406327696736","thecadetrestawestpointny","0.47",0.2,1.49,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013137781","100056406133815808","usmabookstorewestpointny","3.33",7.7,3.13,"Office Supplies",TRUE,FALSE,"Invalid"
"1000564013137781","100056406302051056","fedpaymnt","6.93",33.15,57.04,"Taxes",FALSE,FALSE,"Invalid"
"1000564013137781","100056406261624832","americanburrithighlandfallny","6",32,2.3,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013137781","100056405999603696","westpoinbldgwestpontusmny","2.5",0.5,28.9,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013137781","100056406291460800","usaafundstransfercr","1.33",0.77,505.07,"Transfers",FALSE,FALSE,"Invalid"
"1000564013137781","100056406291460832","usaafundstransferdb","1.33",0.77,505.07,"Transfers",FALSE,FALSE,"Invalid"
"1000564013137781","100056406199485360","dfasinindinarmyallt","4.21",0.01,0,"Wages Paid",FALSE,FALSE,"Valid"
"1000564013137781","100056406199485360","interestpaidgt","2.81",4.25,0.08,"Interest",FALSE,FALSE,"Invalid"
"1000564013137781","100056406067462064","surveymonkeycoca","4.43",0,10.68,"Online Services",TRUE,FALSE,"Invalid"
"1000564013137781","100056405999604096","metronorthtvmtomnewyorkny","0",0,0,"Travel",TRUE,FALSE,"Invalid"
"1000564013137781","100056406327696752","duanereadenewyorkny","9",0,4.39,"Healthcare/Medical",TRUE,FALSE,"Invalid"
"1000564013137781","100056406322729920","washhallbldgwestpointny","7.57",0,158.69,"Automotive Expenses",FALSE,FALSE,"Invalid"
"1000564013137781","100056406261624832","aafesusmasubwwestpointny","2",1,1.19,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013137781","100056406243273696","aafesaberdeenprovmd","2",6.9,8.25,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013137781","100056406261624832","dunkinaberdeenmd","1.48",3.29,0.07,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013137781","100056406261624832","chickfilaaberdeenmd","4",0,0,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013137781","100056406261624832","courtyardbymaaberdeenmd","4",0,0,"Travel",TRUE,FALSE,"Invalid"
"1000564013137781","100056406261624832","ginosburgersaberdeenmd","4",0,0.73,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013137781","100056406190816320","joeskwikmartmountcobbpa","0",0,22.69,"Groceries",TRUE,FALSE,"Invalid"
"1000564013137781","100056406302051056","amazonmktplaceamzncombillwa","0",0,5.34,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013137781","100056406327696848","metronorthtvmnewyorkny","0",0,0,"Travel",TRUE,FALSE,"Invalid"
"1000564013137781","100056406340407808","amclibertytredanversma","0",0,2.07,"Service Charges/Fees",FALSE,FALSE,"Invalid"
"1000564013137781","100056406340407808","barnesnobleconj","0",0,1.46,"Hobbies",TRUE,FALSE,"Invalid"
"1000564013171293","100056406239413552","gapvisagapepay","4.33",0.19,3.63,"Clothing/Shoes",TRUE,FALSE,"Invalid"
"1000564013171293","100056405890654768","aplitunescomca","1.43",0.65,2.19,"Entertainment",TRUE,FALSE,"Invalid"
"1000564013171293","100056406324556064","walmartwarrensburgmo","1.29",2.23,169.76,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013171293","100056405770645504","wendysofmissowarrensburgmo","0.29",0,16.03,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013171293","100056406248049168","attpaymentpayw","4.33",0.01,4.87,"Telephone Services",FALSE,FALSE,"Invalid"
"1000564013171293","100056406337654272","aafeswhitemanwhitemanafbmo","1.54",0.99,1.34,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013171293","100056406013461712","dairyqueenwarrensburgmo","3.36",6.38,3.34,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013171293","100056406337194304","targetdebitcrdachtran","3.68",34.33,22.36,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013171293","100056405809245600","wmsupercwalmartsupmyrtlebeachsc","0.14",0,100.36,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013171293","100056406337194304","aldiwarrensburgmo","2",0.8,16.91,"Groceries",TRUE,FALSE,"Invalid"
"1000564013171293","100056406143701168","walmartsupercenterwarrensburgmo","4.5",4.5,39.68,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013171293","100056406179998944","redbodvdrenoakbrookteril","9.86",0,0,"Entertainment",TRUE,FALSE,"Invalid"
"1000564013171293","100056406317640144","netflicomnetflicomca","4.33",0.05,0,"Entertainment",TRUE,TRUE,"Valid"
"1000564013171293","100056406046417840","redbodvdrenil","5.71",0,6.28,"Entertainment",TRUE,FALSE,"Invalid"
"1000564013171293","100056406197308064","directvpayment","4.36",0.09,0.25,"Cable/Satellite Services",FALSE,FALSE,"Invalid"
"1000564013171293","100056405917377328","ikeamerriamremerriamks","0",0,1.88,"Home Improvement",TRUE,FALSE,"Invalid"
"1000564013171293","100056406120401424","littlecaesarsoverlandparkks","1.76",1.35,7.3,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013171293","100056406143701184","wmsupercwalmartsupwarrensburgmo","1.52",4.21,61.63,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013171293","100056406340874336","usaafundstransferdb","0.48",0.24,98.37,"Transfers",FALSE,FALSE,"Invalid"
"1000564013171293","100056406343338464","usaafundstransfercr","0.4",0.21,189,"Transfers",FALSE,FALSE,"Invalid"
"1000564013171293","100056406312618160","woodssupermarkwarrensburgmo","2.16",3.84,12.84,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013171293","100056406229651152","bbbirchboinny","4.33",0.05,0,"Personal Care",TRUE,FALSE,"Invalid"
"1000564013171293","100056406081160448","sqttnailswarrensburgmo","9",0,15.15,"Personal Care",TRUE,FALSE,"Invalid"
"1000564013171293","100056406217126240","whitemanvandenbewhitemanafbmo","6.36",6.38,32.38,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056405836521472","bodyworksdaysedaliamo","2",0,34.06,"Personal Care",TRUE,FALSE,"Invalid"
"1000564013171293","100056406229651552","atmsurchargerebatesr","4.29",0.06,3.43,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000564013171293","100056406231086048","wfhomemtgautopay","4.29",0.14,0,"Mortgages",FALSE,FALSE,"Valid"
"1000564013171293","100056406343338464","whitemancommiswhitemanafbmo","0.87",0.74,9.32,"Groceries",TRUE,FALSE,"Invalid"
"1000564013171293","100056406194024128","whitemanarnoldawhitemanafbmo","5.93",22.54,38.68,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056405825410544","pplteambeachbca","0.79",0.01,9.75,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056406233040304","comenitypaysbwebpymt","12.71",0,1.9,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013171293","100056406085674080","glossybonewyorkny","4.36",0.09,0,"Uncategorized",FALSE,FALSE,"Valid"
"1000564013171293","100056406294615440","hairdynamicswarrensburgmo","14.43",0,0.4,"Personal Care",TRUE,FALSE,"Invalid"
"1000564013171293","100056406254873904","thewodbocomoh","4.33",0.09,0,"Online Services",TRUE,FALSE,"Invalid"
"1000564013171293","100056406100346608","newyorklifeifl","4.29",0.04,0,"Insurance",FALSE,FALSE,"Valid"
"1000564013171293","100056405825410512","sparkysmarionsc","1",0,14.98,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013171293","100056406120216304","centurylinkspeedpay","4.5",0.09,16.68,"Cable/Satellite Services",FALSE,FALSE,"Invalid"
"1000564013171293","100056406281056864","dfasinindinafpayj","2.17",0.05,0.04,"Deposits",FALSE,FALSE,"Valid"
"1000564013171293","100056406281056864","interestpaidgt","6.5",30.87,0,"Interest",FALSE,FALSE,"Invalid"
"1000564013171293","100056406081160448","whitemanafbbawhitemanafbmo","2.33",2.5,2.18,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056406262838992","whitemanclubwhitemanafbmo","3",11.61,1.92,"Hobbies",TRUE,FALSE,"Invalid"
"1000564013171293","100056406308365936","usaapcautopay","4.33",0.01,0,"Insurance",FALSE,FALSE,"Valid"
"1000564013171293","100056406179998944","luigiswarrensburgmo","3.19",7.05,5.37,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013171293","100056405856584992","","0",0,140.54,"Deposits",FALSE,FALSE,"Invalid"
"1000564013171293","100056406337654272","usaacompaymntcreditcrd","4.33",0.09,2.83,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013171293","100056406340874336","paymentforamzstorecard","4.33",2.48,4.07,"Entertainment",TRUE,FALSE,"Invalid"
"1000564013171293","100056405912190848","papajohnsmo","1",0,2.08,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013171293","100056406222304960","missouriamericapayment","4.71",0.04,0.35,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013171293","100056406222304960","ipsysubscrica","3.86",0.63,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056406340874336","heartlandwastemo","11.71",0,5.01,"Utilities",FALSE,FALSE,"Invalid"
"1000564013171293","100056406187739968","warrensburgrviefunds","7.14",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056406143701184","whitemanmainswhitemanafbmo","6",0,30.21,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056406072096144","tpibillingutilities","3.86",0,0.96,"Utilities",FALSE,FALSE,"Invalid"
"1000564013171293","100056406167346752","check","1.32",1.15,23.64,"Checks",FALSE,FALSE,"Invalid"
"1000564013171293","100056406343338480","usbankusbanwarrensburgmo","10",0,288.8,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056406281056864","breaktimewarrensburgmo","2.07",4.66,0.51,"Online Services",TRUE,FALSE,"Invalid"
"1000564013171293","100056406337654272","chaseepaymobil","4.43",0.37,1.75,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013171293","100056406347332400","kcplgautopayeftg","4.43",0.16,92.72,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013171293","100056406088551264","loweswarrensburgmo","1.86",0,0.79,"Home Improvement",TRUE,FALSE,"Invalid"
"1000564013171293","100056406197308064","westgateresortfl","4.71",0,0,"Travel",TRUE,FALSE,"Invalid"
"1000564013171293","100056406337194288","bilocountrymwarrensburgmo","1.89",2.69,21.19,"Groceries",TRUE,FALSE,"Invalid"
"1000564013171293","100056406114078384","solarprotintwarrensburgmo","0.57",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056406289548720","mogasenergygasbill","4.57",0,11.14,"Utilities",FALSE,FALSE,"Invalid"
"1000564013171293","100056406143701168","roundaboutcafwarrensburgmo","0.57",0,27.73,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013171293","100056406306572928","mopaintpottwarrensburgmo","4",0,4.17,"Home Maintenance",TRUE,FALSE,"Invalid"
"1000564013171293","100056406187739968","cinetopiaprairoverlandparkks","0",0,9.75,"Entertainment",TRUE,FALSE,"Invalid"
"1000564013171293","100056406235387568","vanderbergbwhitemanafbmo","0.29",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013171293","100056406340874336","comenitypayilwebpymt","0.9",2.46,1.46,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013502219","100056406327551504","costcowhselanhammd","5.24",11.03,10.93,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013502219","100056406322903392","pierimportsonlinepmtpos","4",0.51,3.33,"Home Improvement",TRUE,FALSE,"Invalid"
"1000564013502219","100056405783651744","giantfoodincbowiemd","0.71",0,0.84,"Groceries",TRUE,FALSE,"Invalid"
"1000564013502219","100056406241159424","verizonwirelessonlinepmtpos","4.33",0.05,0.02,"Telephone Services",FALSE,FALSE,"Valid"
"1000564013502219","100056406243507488","geicopremcolloee","4.33",0.01,0.39,"Insurance",FALSE,FALSE,"Invalid"
"1000564013502219","100056406190836512","verizononlinepmtpos","5.29",5.88,0.58,"Telephone Services",FALSE,FALSE,"Invalid"
"1000564013502219","100056406327551504","costcogaslanhammd","4.67",5.56,1.5,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564013502219","100056406290777040","giantbowiemd","1.86",4.17,11.91,"Groceries",TRUE,FALSE,"Invalid"
"1000564013502219","100056406346858080","walmartbowiemd","1.98",3.83,35.94,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013502219","100056406322903392","jcpenneycconlinepmtpos","4",0.76,7.05,"Clothing/Shoes",TRUE,FALSE,"Invalid"
"1000564013502219","100056406322903808","hondaonlinepmtpos","3.81",0.33,1.34,"Automotive Expenses",FALSE,FALSE,"Invalid"
"1000564013502219","100056405996489888","walmartwalmartstobowiemd","1",0.37,53.49,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013502219","100056406146440336","thetempleofhdullesva","5.43",41.8,7.5,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056406213934528","bltmoregaseleconlinepmtpos","4.29",0.08,14.02,"Utilities",FALSE,FALSE,"Invalid"
"1000564013502219","100056406307916304","bjwholesballpbowiemd","2.16",4.42,89.77,"Groceries",TRUE,FALSE,"Invalid"
"1000564013502219","100056405805396368","sqthesweetlwashingtondc","1.43",0,0.52,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406322903392","ashleystewartonlinepmtpos","3.86",0.34,7.69,"Clothing/Shoes",TRUE,FALSE,"Invalid"
"1000564013502219","100056406322903808","bankofamericaonlinepmtpos","3.86",0.61,0,"Transfers",FALSE,FALSE,"Invalid"
"1000564013502219","100056406322903808","chasecardservonlinepmtpos","3.86",0.61,0,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013502219","100056406038548000","familychrbowiemd","8",0,0.65,"Gifts",TRUE,FALSE,"Invalid"
"1000564013502219","100056406029001920","highbridgebpbowiemd","2.62",0.29,5.85,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056406290777040","ltnailsincbowiemd","3.71",5.43,6.92,"Personal Care",TRUE,FALSE,"Invalid"
"1000564013502219","100056406322903808","usaacompaymntcreditcrd","3.86",0.61,10.94,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013502219","100056406340054624","check","0.61",0.38,162.36,"Checks",FALSE,FALSE,"Invalid"
"1000564013502219","100056406146440320","chickfilabowiemd","1.49",0.83,1.77,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406178646608","walterrebldgsilverspringmd","1.1",0.76,47.47,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056405927107472","ecaliburrdbowiemd","4",0,108,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056406340054608","walterreedcafbethesdamd","0.89",1.64,1.13,"Healthcare/Medical",TRUE,FALSE,"Invalid"
"1000564013502219","100056406301786704","ichibansushiabowiemd","7.07",15.52,10.96,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406153631984","bldgwiscavebethesdamd","10",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056405950541408","homeserviceclny","4.29",0,0,"Cable/Satellite Services",FALSE,FALSE,"Invalid"
"1000564013502219","100056406043280240","williamiiicafbethesdamd","1.14",2.01,1.61,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406301787056","usaacompaymntpc","3.39",5.73,1.42,"Insurance",FALSE,FALSE,"Invalid"
"1000564013502219","100056405927107456","stonybrookdrbowiemd","3",0,0,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056406327551504","newhilltopclbowiemd","1.75",2.04,5.76,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056406165411520","kbqbbqlanhammd","1.89",6.19,7.92,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406301787056","chasehomefinonlinepmtpos","13.14",0,0,"Mortgages",FALSE,FALSE,"Invalid"
"1000564013502219","100056406199784640","chesapeakegrilbowiemd","3.52",4.13,6.39,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564013502219","100056406314593424","washingtongasonlinepmtpos","6.71",0.04,0,"Utilities",FALSE,FALSE,"Valid"
"1000564013502219","100056406314593424","atmsurchargerebatesr","4.33",0.03,0.73,"ATM/Cash Withdrawals",TRUE,FALSE,"Invalid"
"1000564013502219","100056406314593424","interestpaidgt","2.17",0.24,0.09,"Interest",FALSE,FALSE,"Invalid"
"1000564013502219","100056405942893328","usaafundstransferdb","1.93",0.01,174.45,"Transfers",FALSE,FALSE,"Invalid"
"1000564013502219","100056405942893328","usaafundstransfercr","1.93",0.01,174.45,"Transfers",FALSE,FALSE,"Invalid"
"1000564013502219","100056406314593408","dfasclevelandfedsalary","0.93",1.07,568.8,"Paychecks/Salary",FALSE,FALSE,"Valid"
"1000564013502219","100056406314593424","limaschickenbowiemd","2.4",1.34,3.32,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406322903808","synchronybankonlinepmtpos","4",1,1.43,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013502219","100056406322903808","acsonlinepmtpos","4",0.51,0,"Credit Card Payments",FALSE,FALSE,"Invalid"
"1000564013502219","100056406314593424","tawithheldgt","2.26",0.24,0.02,"Taxes",FALSE,FALSE,"Invalid"
"1000564013502219","100056406268350000","wisconsinavebldbethesdamd","1.43",0.35,7.32,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056406327551504","nefuelbethesdamd","10.86",0,0.38,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564013502219","100056405982884080","crackerbindiansterlingva","0.14",0,0.96,"Uncategorized",FALSE,FALSE,"Invalid"
"1000564013502219","100056406146440336","chasehomefinancelnpmt","4.43",0,0,"Loans",FALSE,FALSE,"Invalid"
"1000564013502219","100056406005978880","panerabreadbowiemd","0",0,6.52,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406029001936","cartersincga","0.43",0,20.89,"Child/Dependent Expenses",FALSE,FALSE,"Invalid"
"1000564013502219","100056406290777040","bjsfuelballpbowiemd","3.5",0.83,0.01,"Gasoline/Fuel",TRUE,FALSE,"Invalid"
"1000564013502219","100056406080442624","walmartstorebowiemd","1",0,8.99,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564013502219","100056406170895760","mcdonaldsmbowiemd","10.14",0,0.68,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406322903392","michaelsstoresbowiemd","14.14",0,4.28,"Hobbies",TRUE,FALSE,"Invalid"
"1000564013502219","100056406170895760","beautymartlanhammd","1.57",0,8,"Personal Care",TRUE,FALSE,"Invalid"
"1000564013502219","100056406178646608","ripsrestauranmitchellvillemd","1.71",0,0.01,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564013502219","100056406346858080","wegmansmchughlanhammd","2.86",16.33,0.92,"Groceries",TRUE,FALSE,"Invalid"
"1000564013502219","100056406290777024","macysemeralbowiemd","0",0,49.75,"Clothing/Shoes",TRUE,FALSE,"Invalid"
"1000564013502219","100056406290777024","starbucksbowiemd","0",0,19,"Restaurants/Dining",TRUE,FALSE,"Invalid"
"1000564014123899","100056406316868160","albertsoammonid","7.64",28.66,4.14,"Groceries",TRUE,FALSE,"Invalid"
"1000564014123899","100056406282790960","lowesidahofallsid","1.23",2.97,58.16,"Home Improvement",TRUE,FALSE,"Invalid"
"1000564014123899","100056406339330656","targettammonid","15",0,9.3,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014123899","100056406350702176","albertsoidahofallsid","3.79",6.1,115.47,"Groceries",TRUE,FALSE,"Invalid"
"1000564014123899","100056406186128576","albertsoreburgid","5.21",45.81,6.7,"Groceries",TRUE,FALSE,"Invalid"
"1000564014123899","100056406222799840","maverikidahofallsid","11",0,6.86,"Groceries",TRUE,FALSE,"Invalid"
"1000564014123899","100056405969926080","redbodvdrenoakbrookteril","4.14",0,0.61,"Entertainment",TRUE,FALSE,"Invalid"
"1000564014123899","100056406190856128","kohlsonlinepmtpos","10",0,30.54,"Clothing/Shoes",TRUE,FALSE,"Invalid"
"1000564014123899","100056406310475776","petsmartincidahofallsid","4.38",5.23,22.54,"Pets/Pet Care",TRUE,FALSE,"Invalid"
"1000564014123899","100056405896850912","samsclubsamsclubidahofallsid","1.14",0,3.8,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014123899","100056406350702176","samsclubidahofallsid","2.21",11.43,68.68,"General Merchandise",TRUE,FALSE,"Invalid"
"1000564014123899","100056406240876400","wincofoodsidahofallsid","4.71",36.73,0.68,"Groceries",TRUE,FALSE,"Invalid"
"1000564014123899","100056406194389824","wincofoonowoodridahofallsid","1.36",1.15,37.8,"Groceries",TRUE,FALSE,"Invalid"
